Result Number,Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
634,LE07_L1TP_151040_20021220_20170127_01_T1,LE71510402002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 040,2017/01/27,2002:354:05:37:49.1578750,2002:354:05:38:16.2545000,SGS - Svalbard  Norway,Day,6,6,167,4,6.83,3.2,6.034,9,N,LPGS_12.8.3,FULL,32.55351268,152.94513163,,,ETM_L1TP,ETM,DEFINITIVE,14121,15641,7061,7821,7061,7821,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°52'12.00"N,70°08'59.64"E,29°49'19.92"N,69°23'13.92"E,29°32'21.12"N,71°19'53.76"E,28°11'25.08"N,68°58'57.00"E,27°54'41.76"N,70°53'49.20"E,28.87,70.1499,29.8222,69.3872,29.5392,71.3316,28.1903,68.9825,27.9116,70.897,LE07_L1TP_151040_20021220_20170127_01_T1,LE71510402002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510402002354SGS00
635,LE07_L1TP_151041_20021220_20170128_01_T1,LE71510412002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 041,2017/01/28,2002:354:05:38:13.0751249,2002:354:05:38:40.1718125,SGS - Svalbard  Norway,Day,21,21,178,4,4.568,3.315,3.143,9,N,LPGS_12.8.3,FULL,33.72316767,152.25043513,,,ETM_L1TP,ETM,DEFINITIVE,14121,15621,7061,7811,7061,7811,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,27°25'55.20"N,69°46'58.08"E,28°22'53.76"N,69°01'46.92"E,28°06'08.64"N,70°56'51.36"E,26°44'56.04"N,68°37'54.12"E,26°28'26.04"N,70°31'18.12"E,27.432,69.7828,28.3816,69.0297,28.1024,70.9476,26.7489,68.6317,26.4739,70.5217,LE07_L1TP_151041_20021220_20170128_01_T1,LE71510412002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510412002354SGS00
636,LE07_L1TP_151042_20021220_20170127_01_T1,LE71510422002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 042,2017/01/27,2002:354:05:38:36.9201874,2002:354:05:39:04.0168125,SGS - Svalbard  Norway,Day,8,8,142,4,4.014,2.399,3.218,9,N,LPGS_12.8.3,FULL,34.8807775,151.53324526,,,ETM_L1TP,ETM,DEFINITIVE,14141,15641,7071,7821,7071,7821,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,25°59'34.80"N,69°25'22.80"E,26°56'40.56"N,68°40'42.96"E,26°40'08.76"N,70°34'18.84"E,25°18'40.32"N,68°17'16.44"E,25°02'22.56"N,70°09'19.44"E,25.993,69.423,26.9446,68.6786,26.6691,70.5719,25.3112,68.2879,25.0396,70.1554,LE07_L1TP_151042_20021220_20170127_01_T1,LE71510422002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510422002354SGS00
637,LE07_L1TP_151043_20021220_20170127_01_T1,LE71510432002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 043,2017/01/27,2002:354:05:39:00.8374375,2002:354:05:39:27.9340624,SGS - Svalbard  Norway,Day,2,2,123,4,4.011,2.952,2.716,9,N,LPGS_12.8.3,FULL,36.03178727,150.78602039,,,ETM_L1TP,ETM,DEFINITIVE,14141,15681,7071,7841,7071,7841,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°33'14.40"N,69°04'09.84"E,25°30'09.72"N,68°19'57.72"E,25°13'50.52"N,70°12'11.16"E,23°52'06.96"N,67°56'49.56"E,23°36'00.00"N,69°47'36.96"E,24.554,69.0694,25.5027,68.3327,25.2307,70.2031,23.8686,67.9471,23.6,69.7936,LE07_L1TP_151043_20021220_20170127_01_T1,LE71510432002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510432002354SGS00
638,LE07_L1TP_112026_20021219_20170127_01_T1,LE71120262002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 026,2017/01/27,2002:353:01:31:11.6104375,2002:353:01:31:38.7070624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,15,15,121,4,8.35,5.539,6.249,9,N,LPGS_12.8.3,FULL,15.629802,161.33832184,,,ETM_L1TP,ETM,DEFINITIVE,14581,15921,7291,7961,7291,7961,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,48°52'04.80"N,136°44'16.80"E,49°51'19.08"N,135°46'06.96"E,49°28'30.36"N,138°21'38.16"E,48°14'36.24"N,135°09'16.56"E,47°52'31.44"N,137°40'03.72"E,48.868,136.738,49.8553,135.7686,49.4751,138.3606,48.2434,135.1546,47.8754,137.6677,LE07_L1TP_112026_20021219_20170127_01_T1,LE71120262002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120262002353EDC00
639,LE07_L1TP_112027_20021219_20170127_01_T1,LE71120272002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 027,2017/01/27,2002:353:01:31:35.5277500,2002:353:01:32:02.6244375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,18,18,100,4,4.179,2.962,2.948,9,N,LPGS_12.8.3,FULL,16.87141812,160.77237676,,,ETM_L1TP,ETM,DEFINITIVE,14581,15921,7291,7961,7291,7961,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°27'03.60"N,136°10'26.04"E,48°25'56.28"N,135°13'29.28"E,48°03'46.44"N,137°44'48.48"E,46°49'05.88"N,134°38'10.32"E,46°27'36.00"N,137°05'04.56"E,47.451,136.1739,48.4323,135.2248,48.0629,137.7468,46.8183,134.6362,46.46,137.0846,LE07_L1TP_112027_20021219_20170127_01_T1,LE71120272002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120272002353EDC00
640,LE07_L1TP_112028_20021219_20170127_01_T1,LE71120282002353HAJ00,2002/12/19,LANDSAT_7,ON,T1,1,SAM, 112, 028,2017/01/27,2002:353:01:31:59.4450625,2002:353:01:32:26.5417500,HAJ - Hatoyama  Japan,Day,24,24,135,4,7.277,2.975,6.641,9,N,LPGS_12.8.3,FULL,18.12088081,160.22704973,NA,,ETM_L1TP,ETM,DEFINITIVE,14601,15961,7301,7981,7301,7981,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'22.94"N,135°39'13.32"E,47°00'02.56"N,134°43'25.25"E,46°38'29.80"N,137°10'49.01"E,45°23'03.98"N,134°09'36.36"E,45°02'08.63"N,136°32'53.59"E,46.02304,135.6537,47.00071,134.72368,46.64161,137.18028,45.38444,134.1601,45.03573,136.54822,LE07_L1TP_112028_20021219_20170127_01_T1,LE71120282002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120282002353HAJ00
641,LE07_L1TP_112029_20021219_20170127_01_T1,LE71120292002353HAJ00,2002/12/19,LANDSAT_7,ON,T1,1,SAM, 112, 029,2017/01/27,2002:353:01:32:23.2901250,2002:353:01:32:50.3867499,HAJ - Hatoyama  Japan,Day,21,18,178,4,4.425,3.005,3.248,9,N,LPGS_12.8.3,FULL,19.35351884,159.6720589,NA,,ETM_L1TP,ETM,DEFINITIVE,14601,15981,7301,7991,7301,7991,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'06.77"N,135°08'11.15"E,45°34'41.70"N,134°13'31.40"E,45°13'42.10"N,136°37'17.15"E,43°57'36.50"N,133°40'58.69"E,43°37'11.39"N,136°00'54.43"E,44.60188,135.13643,45.57825,134.22539,45.22836,136.62143,43.96014,133.68297,43.61983,136.01512,LE07_L1TP_112029_20021219_20170127_01_T1,LE71120292002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120292002353HAJ00
642,LE07_L1TP_112030_20021219_20170127_01_T1,LE71120302002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 030,2017/01/27,2002:353:01:32:47.2073749,2002:353:01:33:14.3041250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,16,6,164,4,4.355,2.763,3.366,9,N,LPGS_12.8.3,FULL,20.57494291,159.09713732,,,ETM_L1TP,ETM,DEFINITIVE,14621,15981,7311,7991,7311,7991,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,43°11'09.60"N,134°37'02.28"E,44°09'24.84"N,133°43'24.96"E,43°48'54.36"N,136°03'47.16"E,42°32'13.56"N,133°11'59.64"E,42°12'15.12"N,135°28'47.28"E,43.186,134.6173,44.1569,133.7236,43.8151,136.0631,42.5371,133.1999,42.2042,135.4798,LE07_L1TP_112030_20021219_20170127_01_T1,LE71120302002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120302002353EDC00
643,LE07_L1GT_112031_20021219_20170127_01_T2,LE71120312002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 031,2017/01/27,2002:353:01:33:11.0525624,2002:353:01:33:38.1492499,HAJ - Hatoyama  Japan,Day,0,11,-1,-1,,,,9,N,LPGS_12.8.3,FULL,21.81300277,158.56109805,NA,,ETM_L1GT,ETM,DEFINITIVE,14621,16001,7311,8001,7311,8001,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'13.14"N,134°09'35.78"E,42°43'27.16"N,133°17'00.46"E,42°23'26.59"N,135°34'12.47"E,41°06'10.98"N,132°46'39.43"E,40°46'40.33"N,135°00'31.10"E,41.75365,134.15994,42.72421,133.28346,42.39072,135.57013,41.10305,132.77762,40.77787,135.00864,LE07_L1GT_112031_20021219_20170127_01_T2,LE71120312002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120312002353HAJ00
644,LE07_L1GT_112032_20021219_20170127_01_T2,LE71120322002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 032,2017/01/27,2002:353:01:33:34.9698749,2002:353:01:34:02.0666249,HAJ - Hatoyama  Japan,Day,0,32,-1,-1,,,,9,N,LPGS_12.8.3,FULL,23.03905055,157.99883017,NA,,ETM_L1GT,ETM,DEFINITIVE,14621,16041,7311,8021,7311,8021,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°19'36.55"N,133°41'47.90"E,41°17'35.30"N,132°50'08.45"E,40°58'01.24"N,135°04'22.80"E,39°40'11.64"N,132°20'43.22"E,39°21'05.47"N,134°31'50.34"E,40.32682,133.69664,41.29314,132.83568,40.96701,135.073,39.6699,132.34534,39.35152,134.53065,LE07_L1GT_112032_20021219_20170127_01_T2,LE71120322002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120322002353HAJ00
645,LE07_L1GT_112033_20021219_20170127_01_T2,LE71120332002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 033,2017/01/27,2002:353:01:33:58.8149999,2002:353:01:34:25.9117500,HAJ - Hatoyama  Japan,Day,0,98,-1,-1,,,,9,N,LPGS_12.8.3,FULL,24.25715617,157.43232933,NA,,ETM_L1GT,ETM,DEFINITIVE,14621,16061,7311,8031,7311,8031,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°53'54.71"N,133°14'56.76"E,39°51'52.16"N,132°24'10.48"E,39°32'42.83"N,134°35'39.30"E,38°14'25.37"N,131°55'40.08"E,37°55'42.13"N,134°04'14.12"E,38.89853,133.2491,39.86449,132.40291,39.54523,134.59425,38.24038,131.9278,37.92837,134.07059,LE07_L1GT_112033_20021219_20170127_01_T2,LE71120332002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120332002353HAJ00
646,LE07_L1GT_112034_20021219_20170127_01_T2,LE71120342002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 034,2017/01/27,2002:353:01:34:22.7323750,2002:353:01:34:49.8291875,HAJ - Hatoyama  Japan,Day,100,95,-1,-1,,,,9,N,LPGS_12.8.3,FULL,25.47448411,156.85510574,NA,,ETM_L1GT,ETM,DEFINITIVE,14641,16041,7321,8021,7321,8021,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,37°28'07.90"N,132°48'52.92"E,38°25'50.59"N,131°58'58.19"E,38°07'04.40"N,134°07'52.03"E,36°48'17.32"N,131°31'10.70"E,36°29'55.28"N,133°37'21.14"E,37.46886,132.8147,38.43072,131.98283,38.11789,134.13112,36.80481,131.51964,36.49869,133.62254,LE07_L1GT_112034_20021219_20170127_01_T2,LE71120342002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120342002353HAJ00
647,LE07_L1GT_112035_20021219_20170127_01_T2,LE71120352002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 035,2017/01/27,2002:353:01:34:46.5775625,2002:353:01:35:13.6743124,HAJ - Hatoyama  Japan,Day,100,96,-1,-1,,,,9,N,LPGS_12.8.3,FULL,26.6829949,156.26907556,NA,,ETM_L1GT,ETM,DEFINITIVE,14641,16061,7321,8031,7321,8031,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,36°02'14.96"N,132°23'32.96"E,36°59'59.10"N,131°34'26.54"E,36°41'34.30"N,133°40'55.96"E,35°22'22.87"N,131°07'28.56"E,35°04'20.75"N,133°11'25.44"E,36.03749,132.39249,36.99975,131.57404,36.69286,133.68221,35.37302,131.1246,35.07243,133.1904,LE07_L1GT_112035_20021219_20170127_01_T2,LE71120352002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120352002353HAJ00
648,LE07_L1GT_112036_20021219_20170127_01_T2,LE71120362002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 036,2017/01/27,2002:353:01:35:10.4949374,2002:353:01:35:37.5916249,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,27.88915195,155.66734817,NA,,ETM_L1GT,ETM,DEFINITIVE,14021,15521,7011,7761,7011,7761,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,34°36'20.02"N,131°58'55.96"E,35°33'48.89"N,131°10'35.83"E,35°15'44.21"N,133°14'49.99"E,33°56'08.48"N,130°44'10.82"E,33°38'24.86"N,132°46'02.50"E,34.60556,131.98221,35.56358,131.17662,35.26228,133.24722,33.93569,130.73634,33.64024,132.76736,LE07_L1GT_112036_20021219_20170127_01_T2,LE71120362002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120362002353HAJ00
649,LE07_L1GT_112037_20021219_20170127_01_T2,LE71120372002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 037,2017/01/27,2002:353:01:35:34.3400624,2002:353:01:36:01.4367499,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,29.08504317,155.05028953,NA,,ETM_L1GT,ETM,DEFINITIVE,14041,15521,7021,7761,7021,7761,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'18.19"N,131°34'54.55"E,34°07'51.10"N,130°47'17.23"E,33°50'05.03"N,132°49'25.43"E,32°30'05.98"N,130°21'34.78"E,32°12'39.56"N,132°21'29.95"E,33.17172,131.58182,34.13086,130.78812,33.83473,132.82373,32.50166,130.35966,32.21099,132.35832,LE07_L1GT_112037_20021219_20170127_01_T2,LE71120372002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120372002353HAJ00
650,LE07_L1GT_112038_20021219_20170127_01_T2,LE71120382002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 038,2017/01/27,2002:353:01:35:58.2574375,2002:353:01:36:25.3541250,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,30.27945679,154.41852403,NA,,ETM_L1GT,ETM,DEFINITIVE,14061,15541,7031,7771,7031,7771,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'14.06"N,131°11'29.90"E,32°41'33.36"N,130°24'32.98"E,32°24'04.72"N,132°24'43.16"E,31°03'45.29"N,129°59'20.40"E,30°46'34.79"N,131°57'26.46"E,31.73724,131.19164,32.6926,130.40916,32.40131,132.41199,31.06258,129.989,30.77633,131.95735,LE07_L1GT_112038_20021219_20170127_01_T2,LE71120382002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120382002353HAJ00
651,LE07_L1GT_112039_20021219_20170127_01_T2,LE71120392002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 039,2017/01/27,2002:353:01:36:22.1748124,2002:353:01:36:49.2714375,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,31.4670883,153.76729741,NA,,ETM_L1GT,ETM,DEFINITIVE,14081,15581,7041,7791,7041,7791,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'03.64"N,130°48'37.87"E,31°15'13.25"N,130°02'16.08"E,30°58'00.73"N,132°00'36.25"E,29°37'19.78"N,129°37'30.97"E,29°20'24.25"N,131°33'55.48"E,30.30101,130.81052,31.25368,130.0378,30.96687,132.01007,29.62216,129.62527,29.34007,131.56541,LE07_L1GT_112039_20021219_20170127_01_T2,LE71120392002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120392002353HAJ00
652,LE07_L1GT_112040_20021219_20170127_01_T2,LE71120402002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 040,2017/01/27,2002:353:01:36:46.0198749,2002:353:01:37:13.1165000,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,32.64383905,153.09816931,NA,,ETM_L1GT,ETM,DEFINITIVE,14081,15601,7041,7801,7041,7801,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°51'50.90"N,130°26'13.02"E,29°49'03.83"N,129°40'25.14"E,29°32'06.22"N,131°37'02.93"E,28°11'10.14"N,129°16'15.82"E,27°54'28.51"N,131°11'06.00"E,28.86414,130.43695,29.81773,129.67365,29.53506,131.61748,28.18615,129.27106,27.90792,131.185,LE07_L1GT_112040_20021219_20170127_01_T2,LE71120402002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120402002353HAJ00
653,LE07_L1GT_112041_20021219_20170127_01_T2,LE71120412002353HAJ00,2002/12/19,LANDSAT_7,ON,T2,1,SAM, 112, 041,2017/01/27,2002:353:01:37:09.9371874,2002:353:01:37:37.0338749,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,33.81597691,152.40401987,NA,,ETM_L1GT,ETM,DEFINITIVE,14101,15601,7051,7801,7051,7801,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,27°25'35.94"N,130°04'13.19"E,28°22'38.64"N,129°19'03.94"E,28°05'55.18"N,131°14'06.29"E,26°44'39.80"N,128°55'11.10"E,26°28'10.81"N,130°48'33.23"E,27.42665,130.07033,28.3774,129.31776,28.09866,131.23508,26.74439,128.91975,26.46967,130.80923,LE07_L1GT_112041_20021219_20170127_01_T2,LE71120412002353HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120412002353HAJ00
654,LE07_L1TP_112052_20021219_20170127_01_T1,LE71120522002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 052,2017/01/27,2002:353:01:41:32.8349375,2002:353:01:41:59.9315624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,10,13,4,3.996,2.334,3.243,9,N,LPGS_12.8.3,FULL,45.9248505,142.589596,,,ETM_L1TP,ETM,DEFINITIVE,14121,15721,7061,7861,7061,7861,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,11°34'04.80"N,126°21'02.16"E,12°30'43.20"N,125°39'50.04"E,12°15'36.36"N,127°23'44.88"E,10°52'26.40"N,125°18'37.80"E,10°37'24.60"N,127°01'57.72"E,11.568,126.3506,12.512,125.6639,12.2601,127.3958,10.874,125.3105,10.6235,127.0327,LE07_L1TP_112052_20021219_20170127_01_T1,LE71120522002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120522002353EDC00
655,LE07_L1TP_112053_20021219_20170128_01_T1,LE71120532002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 053,2017/01/28,2002:353:01:41:56.7522500,2002:353:01:42:23.8489375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,53,27,50,4,5.223,4.52,2.618,9,N,LPGS_12.8.3,FULL,46.93449298,141.43826884,,,ETM_L1TP,ETM,DEFINITIVE,14121,15701,7061,7851,7061,7851,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,10°07'22.80"N,126°02'05.64"E,11°03'57.60"N,125°21'05.76"E,10°48'55.08"N,127°04'29.64"E,9°25'39.00"N,124°59'58.92"E,9°10'41.16"N,126°42'52.56"E,10.123,126.0349,11.066,125.3516,10.8153,127.0749,9.4275,124.9997,9.1781,126.7146,LE07_L1TP_112053_20021219_20170128_01_T1,LE71120532002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120532002353EDC00
656,LE07_L1TP_112054_20021219_20170127_01_T1,LE71120542002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 054,2017/01/27,2002:353:01:42:20.6695625,2002:353:01:42:47.7661874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,56,46,30,4,8.668,8.22,2.752,9,N,LPGS_12.8.3,FULL,47.92179973,140.22978879,,,ETM_L1TP,ETM,DEFINITIVE,13941,15541,6971,7771,6971,7771,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,8°40'37.20"N,125°43'18.84"E,9°37'09.84"N,125°02'25.80"E,9°22'11.28"N,126°45'22.68"E,7°58'51.60"N,124°41'24.36"E,7°43'57.00"N,126°23'55.68"E,8.677,125.7219,9.6194,125.0405,9.3698,126.7563,7.981,124.6901,7.7325,126.3988,LE07_L1TP_112054_20021219_20170127_01_T1,LE71120542002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120542002353EDC00
657,LE07_L1TP_112055_20021219_20170127_01_T1,LE71120552002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 112, 055,2017/01/27,2002:353:01:42:44.5868750,2002:353:01:43:11.6834999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,17,14,45,4,4.304,2.904,3.176,9,N,LPGS_12.8.3,FULL,48.88716148,138.96423425,,,ETM_L1TP,ETM,DEFINITIVE,13961,15541,6981,7771,6981,7771,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,7°13'51.60"N,125°24'34.92"E,8°10'22.80"N,124°43'51.24"E,7°55'27.84"N,126°26'25.08"E,6°32'03.12"N,124°22'53.40"E,6°17'10.68"N,126°05'06.72"E,7.231,125.4097,8.173,124.7309,7.9244,126.4403,6.5342,124.3815,6.2863,126.0852,LE07_L1TP_112055_20021219_20170127_01_T1,LE71120552002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71120552002353EDC00
658,LE07_L1TP_128026_20021219_20170127_01_T2,LE71280262002353EDC00,2002/12/19,LANDSAT_7,ON,T2,1,, 128, 026,2017/01/27,2002:353:03:10:04.7550625,2002:353:03:10:31.8513749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,1,65,4,16.139,14.374,7.339,9,N,LPGS_12.8.3,FULL,15.62795142,161.33029772,,,ETM_L1TP,ETM,DEFINITIVE,14661,16021,7331,8011,7331,8011,UTM,49,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,48°52'04.80"N,112°01'03.36"E,49°51'11.88"N,111°02'50.64"E,49°28'23.16"N,113°38'22.92"E,48°14'30.12"N,110°25'58.44"E,47°52'24.96"N,112°56'46.32"E,48.868,112.0176,49.8533,111.0474,49.4731,113.6397,48.2417,110.4329,47.8736,112.9462,LE07_L1TP_128026_20021219_20170127_01_T2,LE71280262002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71280262002353EDC00
659,LE07_L1TP_128027_20021219_20170127_01_T2,LE71280272002353EDC00,2002/12/19,LANDSAT_7,ON,T2,1,, 128, 027,2017/01/27,2002:353:03:10:28.5998125,2002:353:03:10:55.6961249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,57,4,18.398,14.834,10.883,9,N,LPGS_12.8.3,FULL,16.86594836,160.76603403,,,ETM_L1TP,ETM,DEFINITIVE,14681,16041,7341,8021,7341,8021,UTM,49,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°27'03.60"N,111°27'10.80"E,48°26'06.36"N,110°30'16.92"E,48°03'56.16"N,113°01'37.56"E,46°49'14.52"N,109°54'57.60"E,46°27'44.64"N,112°21'53.64"E,47.451,111.453,48.4351,110.5047,48.0656,113.0271,46.8207,109.916,46.4624,112.3649,LE07_L1TP_128027_20021219_20170127_01_T2,LE71280272002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71280272002353EDC00
660,LE07_L1TP_128028_20021219_20170127_01_T1,LE71280282002353EDC00,2002/12/19,LANDSAT_7,ON,T1,1,, 128, 028,2017/01/27,2002:353:03:10:52.5168125,2002:353:03:11:19.6132500,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,1,84,4,7.476,5.769,4.755,9,N,LPGS_12.8.3,FULL,18.10484679,160.20598103,,,ETM_L1TP,ETM,DEFINITIVE,14681,16041,7341,8021,7341,8021,UTM,49,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'51.60"N,110°54'46.08"E,47°00'36.00"N,109°58'59.52"E,46°39'01.44"N,112°26'25.80"E,45°23'38.76"N,109°25'07.68"E,45°02'41.64"N,111°48'27.00"E,46.031,110.9128,47.01,109.9832,46.6504,112.4405,45.3941,109.4188,45.0449,111.8075,LE07_L1TP_128028_20021219_20170127_01_T1,LE71280282002353EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71280282002353EDC00
